,username,biography,userid,mediacount,followers,followees,is_verified
1024,djfwhite,"@cbmdoeb #Doeb,  @1051theblock ,
#LongLiveDoeB ⛳️ #Dj #Manager #Alabama #golf #music",11629533,6579,34649,4970,True
1025,journalreview,"Serving Montgomery County, Indiana since 1841",3514915984,43,1170,105,False
1026,senjackyrosen,Working across the aisle to deliver for hardworking Nevada families in the Senate. Proud mom & wife. Former computer programmer & synagogue president.,4787986968,1215,11941,140,True
1027,deanheller,"Proud husband, father, and grandfather. Conservative. Nevadan.  Running for Governor in the great state of Nevada. #TeamHeller",3282468810,345,2172,1063,True
1028,willhurd,"Husband, author, common sense R. Ex-Congressman/CIA/cyber&AI exec/prez candidate. Focused on national security, technology, and politics.",1648914277,1997,17817,563,True
1029,gwengrahamfl,"Mother of three. Wife. Former PTA president, public school official & representative. Democrat running for Governor to Work for You.",359805334,471,2525,266,True
1030,jeff_denham_,"Trader, traveler & Investor.💻📈
I help you build your biz & Invest Smart 💡.",365514337,15,18809,116,False
1031,joshpade,I’m Josh. I’m a businessperson and Kenosha-native working hard to move my state forward.,30591815,287,1197,4879,False
1032,mflynn3,,1008884262,105,9375,118,False
1033,wannabe_entertainment_,Wannabe Entertainment Official Instagram Account,55686573291,4,15,10,False
1034,adam.putnam,,1477552502,366,7379,98,True
1035,grandpa_sonnyperdue,America’s favorite grandfather💚 ran by southern Illinois high schoolers who love the best Secretary of Agriculture🌿🌱🍃,11703858359,5,53,9,False
1036,omarrashid_official,"ويتحقق كل ما تمنيت يوم ما🌼❤️..
Omar🌹nemo=💍",7068349868,271,49549,353,False
1037,equityforward,"Opposition & investigative research on human rights, gender equity, & reproductive rights. Turning complicated findings into solutions for change.",6036940332,46,155,100,False
1038,stevetroxlernc,"Steve Troxler is the Commissioner of Agriculture for NC and is the founder, owner and operator of Troxler Farms.",39617780679,74,2091,994,False
1039,mahlon.mitchell,,4163701127,464,1182,596,False
1040,jimrenacci,Father | Husband | Businessman | Former Volunteer Firefighter | Former Mayor | Former US Congressman | 2018 Republican Candidate for US Senate,1327144595,370,2373,192,True
1041,thelarrykudlow,"Host of Kudlow on @foxbusiness
Former Director of the National Economic Council @whitehouse45 under President Donald Trump",36658721299,117,26569,80,True
1042,chrissununu,Dad to 3 great kids & husband to the most understanding wife on the planet...and also Governor.,1919482315,1620,15854,468,True
1043,rolandfortexas,Democrat running to defeat Ted Cruz & build a Texas that works for all of us.,8204801583,829,4829,160,True
1044,modemparty,The official page of the Missouri Democratic Party,1393900876,188,3310,73,True
1045,supremenewyork,EST 1994. NYC,13336763,2088,13256655,111,True
1046,jessicamorse,"Hi, I’m Jessica and I’m always inspired to see how people give of their time and money
Visit me: https://sites.google.com/view/theunityfund/home?pli=1",57457341797,3,0,0,False
1047,kirstjennielsen9,Secretary Kirstjen Nielsen www.dhs.gov,6934173508,6,739,288,False
1048,romanmcallen,,56799780184,0,0,1,False
1049,demandjustice_,#ExpandTheCourt,7601276825,575,11330,672,False
1050,ltgovstratton,Official account of Illinois’ 48th Lt. Governor. Advancing justice and uplifting women + girls across Illinois. Our only way forward is together.,10664278998,3388,14748,249,True
1051,blingnews,Stay updated with us on the latest bling trends #BidBling,7568739215,20,112,2004,False
1052,kendallscudder,Vice Chair for Finance of the @texasdemocrats | Host of @podblesstexas | Defender of voting rights and public schools,27845892,591,2141,2241,True
1053,biz.nick,"Mr. Fund Yourself | Critical Thinker | Financial and Marketing Strategist | Consumer Law to Money 
Text “FUND ME” to 240 335 8514 to LEARN for FREE",8985180677,731,206007,773,True
1054,raullabrador_id,,176372029,7,735,139,False
1055,patrick__kennedy,Also @pkpksnaps,4401236329,348,1606,1195,False
1056,evelyn.sanguinetti,Former Illinois Lt Governor and City Council Woman,51632489190,48,213,39,False
1057,posthtx,"Breathing new life into Houston’s historic Downtown Post Office. A hub for Work, Food, Retail, & Events. ✉️
Now Open 7 Days a Week",3184419430,409,157604,524,False
1058,twentyeightoc,"Open for indoor/outdoor dining & take out.
Dinner: Tu-Th 4 pm - 9 pm, Fr-Sa 4 pm - 9:30 pm",1179922994,1387,5968,323,False
1059,calthomasjr,Private Figure 🍐,200142839,968,1926,2329,False
1060,troylarav,,6908589735,66,1210,66,False
1061,jim_spencer_,,46990485,143,593,778,False
1062,epagov,"Protecting human health and the environment since 1970. Led by @epamichaelregan 🌱🌊🌎
Explore Link in Bio ⬇️",667300164,1566,103558,273,True
1063,fareedzakaria,"🌎Host @CNN
📰 Columnist @washingtonpost
📚Best-selling Author: Post Amer World, Future of Freedom, In Defense of a Liberal Education. My Sunday Routine:",8220798620,216,50235,122,True
1064,danawachswi,Progressive Dem. Husband. Father. Advocate. Attorney. From Northwestern WI. Endorsed Tony Evers for Governor. #TeamTony,3174955119,99,236,341,False
1065,lupeforsheriff,Former Dallas County Sheriff. Candidate for Dallas County Sheriff. Veteran. Daughter of migrant farm workers. Latina.,1412303542,640,3850,456,False
1066,newsflashmediasd,"🎥 Your North County News Source
Using @sideotv platform
Info on this page does not always equal official info
News Tip? DM or click below ↙️",41398899192,750,36974,96,False
1067,red_wave_republicans,"Political News and Leaks 🔒 
DM for advertisement💰                                                  Follow @removebiden to be accepted 🇺🇸",43685181095,408,109397,80,False
1068,reploubarletta,The Official Instagram of Congressman Louis J. Barletta Representing Pennsylvania's 11th District,365504370,11,1158,36,True
1069,txenvironment,Organizing for grassroots change since 1991.,1239356591,828,2049,839,False
1070,therealjustinnelson,"👨‍💻CEO Sphere Rocket VA
🏡 Owner of 8 Figure Company
📈Hired 4,400 Virtual Assistants in 3 Years
🖥 Get a VA Now ⬇️",1693714375,451,79925,63,True
1071,tenndemocraticparty,Official Instagram account for the Tennessee Democratic Party.,5778492882,854,2413,200,False
1072,reppatrickmchenry,Dad x3. Husband. Proudly serving North Carolina’s Tenth Congressional District. Chairman @financialcmte,353406473,267,6465,635,True
1073,protect.our.care,We are leading the fight to protect and strengthen health care for millions of Americans.,6300147635,259,314,143,False
1074,senatorsasse,,1636974433,218,18754,1,True
1075,thechristinequinn,"How to be a Boss Bitch 📖
Eda@edakalkay.com",4184054627,732,5043359,1613,True
1076,flgopmajority,Official account of the Florida House Majority Office.,10944142561,168,1375,58,False
1077,therodblagojevich,"Freed US politician 40th Governor of IL  until impeachment, conviction, and removal from office. IL state rep before being elected to Congress.",30123805435,6,279,6,False
1078,scottofsdea,"I’m a husband, dad, son and friend. Changed by the power of Christ and I live for impact. Podcaster - Evangelist - Seek to be a Cultural Catalyst",244726438,1693,23771,4330,False
1079,tn.gop,Keeping TN Red,2880616106,548,3402,180,False
1080,bobdonovan2112,,50779138489,46,22,43,False
1081,ed_coxlife4land,"producer/musician /accordion rave!
www.edcox1.bandcamp.com    
  www.youtube.com/watch?v=g7phHRROSY4",2289042554,685,3485,1131,False
1082,andygronik,Husband. Father. Business leader. Former democratic candidate for Wisconsin Governor. For a Wisconsin That Works for everyone.,7524177253,52,253,250,False
1083,tinasmithmn,"Converse-wearing, donut-eating U.S. Senator from Minnesota. Longtime fierce advocate for families and grandma. she/her",6828650758,679,17319,306,True
1084,omrnegative,"🤴🏾• Inspire, Educate & Influence Ownership in Style
✍🏾• Let’s use your story to help people & get the💰
🤳🏾• DM Me for details
👩🏾‍💻• Click for more info",36712954,325,11147,2975,False
1085,daily.world.update,,7644336901,10,131,18,False
1086,keith.faber,Adam and Brooke's dad. Andrea's husband. Former Ohio Senate President. Current Ohio Auditor of State,2200404501,119,563,249,False
1087,true_american_clothing,"True American Clothing Company. Keeping America Unapologetically American, one shirt at a time. All t shirts always starting at just $17.76",1569411530,54,689,2452,False
1088,collectivepac,"#BuildingBlackPoliticalPower on local, state, and federal levels 🗳",3297916930,2311,20318,1141,True
1089,tomforwi,Dad / Husband / Business Owner / Vet / Dem / Human | We are all in this together.,7126524904,387,755,521,False
1090,johnchiangca,CA's 33rd State Treasurer. Son of immigrants. First generation American. #JoinJohn,1682368583,209,4315,6543,False
1091,realstevenadler,"My official account! Thank you to all the wonderful fans all over the world!
 
 Check FB EVENTS for upcoming shows!!!",2050993297,712,283905,87,True
1092,stokes_county_schools,"Stokes County Schools is a NC public school system where classes run small, bonds run deep & futures look bright.",53539320178,49,591,21,False
1093,andrew.white._,"Father- husband- businessman- fitness addict all rolled into one package! Living healthy and loving life!!  
WA +62 813 38570700",2337559690,1674,894645,1823,True
1094,pagingtoday,,8228851876,284,971,3142,False
1095,the.breakingdawn,Illuminating issues that matter and revealing the historical backdrop.,62562128983,20,87,34,False
1096,senpattymurray,Washington state’s senior U.S. Senator | President pro tempore of the Senate | Senate Appropriations Chair | Working every day for WA families,426137845,859,36557,194,True
1097,washington_source,"🌳 ""High"" Quality Cannabis Straight From The Source 🌳 Not intended for individuals under 21.
    #hightimes, #washington_source, #fine cannabis, #420",4159006777,45,155,47,False
1098,eldiariony,"🏆 ¡El campeón de los hispanos en Nueva York! El periódico en español más antiguo de Estados Unidos con noticias de última hora, locales y nacionales.",574656667,10599,149032,344,True
1099,thelibertyinc,"FOOD | DRINKS | LIVE SHOWS
Event Venue in Roswell, NM. 
For all inquiries please call 575-627-2121
🎫 For Upcoming Shows Visit",422082046,5130,2555,3115,False
1100,nynyvegas,"An @mgmrewards destination. For collaborations, please email influence@mgmresorts.com",242978316,1775,137122,131,True
1101,revolution96.1,"Revolution Radio provides music, information and entertainment for the diverse ethnic communities of Northampton, with mainstream cross-over appeal",38327876039,171,34842,214,False
1102,miami,"😎 Miami is never a bad idea!
📸 Tag @miami to be featured",3063951047,1371,239286,406,False
1103,chelefarley,I am running for United States Congress to provide Hudson Valley families with the opportunities they need to succeed.,7058765689,424,1114,45,False
1104,donlblankenship,Constitution Party candidate for U.S. Senate in West Virginia in 2018 | Former CEO of Massey Energy Company | Native of Appalachia #wvsen,6928202628,51,612,139,False
1105,patriotnewsofficial,"Bringing you conservative news 
Backup @emanuelitanahashi @madeinusanews 
Conservative Christian 
EST. 12/7/20
Pro-Life • Pro-2A
FBA News journalist👇",44357236161,98,4657,2298,False
1106,imevanjenkins,"💳 ▌credit
📈 ▌forex @rcvisionaries 
📍 ▌denver, co
👇🏼 ▌I help people leverage credit to scale their business and travel for free",176677329,91,26213,872,False
1107,newspresssports,The leader in coverage of Lee County high school sports. Part of the USA TODAY Network.,5820278982,3436,12870,1526,True
1108,michelleisawolf,,192357826,663,709443,696,True
1109,uschamber,"The world’s largest business organization. We advocate, connect, inform, and fight for business growth and America’s success.",349965615,734,18927,528,True
1110,cobbsuebell,Former Alabama Supreme Court Chief Justice,45072051444,52,116,128,False
1111,reptoddrokita,Former U.S Representative of Indiana's 4th Congressional District (2011-2019).,365045781,430,2306,441,True
1112,forourfuturefl,Our mission is to mobilize and empower people and community-based organizations to drive real change and advance our shared agenda.,6863937087,718,1664,572,True
1113,dennis.kucinich,"It is my honor to serve, to provide a path for people to have a voice in the hope to create a better world. Take the side of peace: act.kucinich.com.",4211612297,141,1719,5,False
1114,mayfieldlawana,"2023 Candidate for Charlotte City Council Al-Large 
We need more Honesty and transparency in Local Government.",11801376235,999,1082,535,False
1115,nrttv,ئەکاونتی فەرمی ئێن ئاڕ تی لە تۆڕی کۆمەڵایەتی ئینستاگرام,264919313,17,32552,1,False
1116,ontargetmagazine,"Testing guns & gear and presenting the results in a straightforward, no-nonsense format @ontargetmagazine #ontargetmagazine",1788489818,1043,23555,1273,False
1117,billhightower,“Live LIFE as though everything was rigged in your favor!”,256930097,129,1099,655,False
1118,duanehallnc,,5425317985,35,663,90,False
1119,antiwarcom,"Your trusted source for foreign policy news & history. Subscribe to our newsletter, visit our shop, view ongoing contests, & more at this link:",2227107715,479,4427,880,False
1120,sciencevibe,ScienceVibe - expect...the unexpected!,4736210680,175,8818,57,False
1121,xandersaenz,"COL🇨🇴-MEX-🇲🇽
”Sueña y vive”
🌍..🇨🇴🇻🇪🇪🇨🇲🇽🇪🇸🇨🇱
♑️Capricornio🐐",2070594831,125,15658,740,False
1122,jonbowzerbauman,,49503518096,0,55,7,False
1123,everydaydevotionals,"We want to inspire, encourage and bring people closer to Jesus.",345299654,1620,25680,1,False
1124,scottjones,Asso. Creative Director :: Escaper of NYC ⛰🏕🏙📱⭕️,4331310,741,762,736,False
1125,prisci19_,💛this is world🧩🌏,6020085175,3,989,1390,False
1126,repgaramendi,"Father, Grandfather, Californian 
Congressman for CA-08 
Senior member on House Armed Services and @transportdems",1413174279,983,3960,210,True
1127,paulgomango,"📸 Photography Enthusiast 📸 
📸 Mostly NYC 📸 IGing since 2014 📸
📸Panasonic Lumix shooter 📸 
All images ©️ DM me for prints
👣 Founder:@wildnewjersey",917743021,1834,10122,1367,False
1128,robpitt_,"Sinclare🔒😘💎
Stay away from negative people, they have a problem for every solution. 
Twin 1
🐾 @bigmoochthepooch",203947077,214,647,921,False
